Product ID,Retailer,Product Name,StoreBrand,Ingredient 1,%,origin,Ingredient 2,%,origin,Ingredient 3,%,origin,Ingredient 4,%,origin,Ingredient 5,%,origin,Ingredient 6,%,origin,Ingredient 7,%,origin,Ingredient 8,%,origin,Ingredient 9,%,origin,Ingredient 10,%,origin,Ingredient 11,%,origin,Ingredient 12,%,origin,Ingredient 13,%,origin,Ingredient 14,%,origin,Ingredient 15,%,origin,Ingredient 16,%,origin,Ingredient 17,%,origin,Ingredient 18,%,origin,Ingredient 19,%,origin,Ingredient 20,%,origin,Ingredient 21,%,origin,Ingredient 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000048,Lidl,Captain Rondo Minis 6x5 Stück Vanille,Yes,Weizenmehl,,,Zucker,,,Natriumcarbonate,,,fettarmes Kakaopulver,"0,04",,Glukosesirup,,,Ammoniumcarbonate,,,Natriumcarbonate,,,Speisesalz,,,Magermilchpulver,,,Molkenerzeugnis,,,Ölpalme (pflanzliches Fett),,,Palmkern (pflanzliches Fett),,,Kokosnuss (pflanzliches Fett),,,Sonnenblume (pflanzliches Fett),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000049,Lidl,Captain Rondo Minis 6x5 Stück Vanille,Yes,Weizenmehl,,,Zucker,,,natürliches Vanille-Aroma,,,Süßmolkenpulver,,,Weizenstärke,,,Glukosesirup,,,Ammoniumcarbonate,,,Natriumcarbonate,,,Speisesalz,,,Magermilchpulver,,,Sonnenblumenlecithine,,,Molkenerzeugnis,,,Ölpalme (pflanzliches Fett),,,Palmkern (pflanzliches Fett),,,Kokosnuss (pflanzliches Fett),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000050,Lidl,Grandino Vollmilch,Yes,Weizenmehl,"0,42",,Zucker,,,Palmöl,,,Weizenvollkornmehl,"0,062",,Kakaobutter,,,Vollmilchpulver,,,Kakaomasse,,,Molkenerzeugnis,,,Diphosphate,,,Natriumcarbonate,,,Lecithine,,,Magermilchpulver,,,Speisesalz,,,Weizenstärke,,,Natürliches Vanille-Aroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000051,Lidl,Grandino Kokos,Yes,Weizenmehl,"0,41",,Zucker,,,Palmöl,,,Kakaobutter,,,Weizenvollkornmehl,"0,047",,Kokosraspeln,,,Vollmilchpulver,,,Kakaomasse,,,Kokosmark,,,Molkenerzeugnis,,,Lecithine,,,Diphosphate,,,Natriumcarbonate,,,Magermilchpulver,,,Speisesalz,,,Weizenstärke,,,natürliches Vanille-Aroma,,,natürliches Aroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000052,Lidl,Cranberry White Cookies,Yes,Zucker,,,Weizenmehl,,,Palmfett,,,Hühnervollei,,,Kakaobutter,,,Haferflocken,,,Cranberries,"0,04",,Vollmichlpulver,,,Weizenstärke,,,Sonnenblumenöl,,,Glukose-Fruktose-Sirup,,,Magermilchpulver,,,Natriumcarbonate,,,Diphosphate,,,Kakaomasse,,,Butterreinfett,,,Speisesalz,,,Natürliches Aroma,,,Sonnenblumenlecithine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000053,Penny,Classic Cookies,No,Zucker,,,Weizenmehl,,,Palmfett,,, (Eier aus Bodenhaltung),,,Kakaobutter,,,Magermilchpulver,,,Weizenstärke,,,Glukosesirup,,,Glukose-Fruktose-Sirup,,,Diphosphate,,,Natriumcarbonate,,,Butterreinfett,,,Sonnenblumenlecithine,,,Speisesalz,,,Karamellzuckersirup,,,Vollmilchpulver,,,natürlliches Aroma,,,Hühnereiklarpulver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000054,Penny,Kakaocreme Schnitten,Yes,Zucker,,,Weizenmehl,,,"Kokos, Palm ",,,mageres Kakaopulver 10%,,,Süssmolkenpulver,,,Speisesalz,,,Lecithine (soja),,,Natriumhydrogencarbonat,,,natürliches Vanillearoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000055,Penny,Schoko Butterkeks Vollmilch,Yes,Zucker,,,Weizenmehl ,,,Kakaobutter,,,Kakaomasse,,,Magermilchpulver,,,"Butter 3,7%",,,Molkenerzeugnis,,,Butterreinfett,,,Glukosesirup,,,Milchzucker,,,Lecithine (Soja),,,"Natriumhydrogencarbonat, Dinatriumdiphosphat",,,Salz,,,Milchpulver,,,Citronensäure,,,natürliches Vanillearoma,,,natürliches Vanillearoma mit anderen natürlichen Aromen,,,Trockeneigelb,,,35 %mindestens in der Schokolade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000056,Penny,Gebäck Mischung ,Yes,"Zucker, Kakaomasse, Kakaobutter, Butterfett, Emulgator:Lecithine",,,Palmöl,,,Zucker,,,Glucose-Frctosesirup,,,Lactose,,,"Zucker, Palmöl, Emulgator:lecithine, Vanillearoma",,,"Glukose-Fruktosesirup, rote Johannisbeeren 20%, Zucker, Geliermittel: Pektin, Natriumalginat, Säurungsmittel: Citronensäure, Holunderbeerensaftkonzentrat",,,Speisesalz,,,"Ammoniumcarbonate, natriumcarbonate",,,Kokosraspel,,,fettarmes Kakaopulver,,,Vollmilchpulver,,,Volleipulver,,,Vanillearoma,,,gewürze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000057,Penny,Waffel Mischung ,Yes,Palmfett,,,Weizenmehr,,,Zucker,,," Zucker, Kakaomasse, Kakaobutter, Butterfett,Emulgator:Lecithine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000058,Penny,Doppel Keks,Yes,Weizenmehl,,,Zucker,,,Palmöl,,,Glukosesirup,,,Ammoniumbicarbonat,,,Magermilchpulver,,,Salz,,,Lecithine,,,Zucker,,,Palmöl,,,fettarmes Kakaopulver 12 %,,,Lecithine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000059,Penny,Mini Doppel Keks Haselnuss,Yes,Palmfett,,,Weizenmehl,,,Zucker,,,Dextrose,,,Laktose,,,"Haselnüsse 2,9%",,,Rapsöl,,,Vollmilchpulver,,,"Natriumhydrogencarbonat, Kaliumtartarte",,,karamellisierter Zucker,,,Gerstenmalzextrakt,,,Salz,,,Volleipulver,,,Lecithine,,,natürliches Aroma ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000060,Spar,Feine Bäckerei florentiner,No,sugar,,,blanched planed almonds,19 %,,planed hazelnuts,6 %,,cocoa butter,,,whole milk powder,,,cocoa mass,,,glucose syrup ,,,roasted ground hazelnuts,"2,50 %",,glucose-fructose syrup,,,lemon peel,,,"vegetable oils (palm, sunflower, in varying proportions)",,,hazelnut paste,2 %,,wheat flour,,,palm fat,,,orange peel,,,egg white powder,,,wheat starch,,,emulsifier (leicthins (soya)),,,skimmed milk powder,,,invert sugar syrup,,,cream powder,,,salt,,,acid (citric acid),,,natural vanilla flavouring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000061,Spar,Vollmilch Ohne Gleichen,No,Zucker,,,Weizenmehl,,,pflanzliche Fett (Palm),,,Kakaobutter,,,Magermilchpulver,,,gemahlene Haselnüsse,"9,80 %",,Kakaomasse,,,Molkenerzeugnis,,,Butterreinfett,,,fettarmes Kakaopulver,,,Milchzucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000062,Spar,Loacker Gran Pasticceria,No,Kokosflocken,33 %,,"Milchschokolade (Zucker, Kakaobutter, Vollmilchpulver, Kakaomasse, Emulgator Sojalecithine)",30 %,,Glukosesirup,,,Weizenmehl,,,Süßmolkenpulver (Milch),,,Kokosöl,,,Zucker,,,Sojamehl,,,Gerstenmalzextrakt,,,Magermilchpulver,,,magerer Kakao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000063,Spar,Air Japonais,No,Sugar,,,"vegetable oil and fats (palm kernel, palm, sunflower, coconut, rapeseed)",,,wheat flour,,,skimmed milk powder,,,almonds,,,cocoa mass,,,hazelnutts ,"2,50 %",,egg white powder,,,wheat starch,,,invert sugar syrup,,,cocoa butter,,,yeast,,,butter,,,table salt,,,glucose-fructose syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000064,Spar,Choco Pause,No,Weizenmehl,,,Zucker,,,Palmöl,,,"Alpenmilchschokolade (Zucker, Kakaobutter, Magermilchpulver, Kakaomasse, Süßmolkenpulver (aus Milch), Butterreinfett, Emulgator (sojalecithin), Aroma)",6 %,,Fettarmes Kakaopulver,"3,20 %",,Süßmolkenpulver (aus Milch),,,Glukosesirup,,,Speisesalz,,,Vollmilchpulver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000065,Spar,Pure Butter Shortbread,No,"Wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin)",,,butter (milk),32 %,,sugar,,,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000066,Spar,Chocolate Chip Cookies,Yes,Zucker,,,Weizenmehl,,,Kakaomasse,,,pflanzliches Fett (Palm),,,flüssiges Vollei,,,Kakaobutter,,,Magermilchpulver,,,Weizenstärke,,,Glukosesirup,,,Glucose-Fructose-Sirup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000067,Spar,Choco Cookie Nut,No,Weizenmehl,35 %,,Zucker,,,Palmöl,,,Haselnüsse,"8,60 %",,Vollei,,,Glukosesirup,,,Vollmilchpulver,,,Kakaomasse,,,Kakaomasse,,,Kakaobutter,,,Weizenstärke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000068,Spar,Grain Biscuits,Yes,Weizenmehl,42 %,,Zucker,,,Palmfett,,,Weizenvollkornmehl,"6,20 %",,Kakaobutter,,,Kakaomasse,,,Magermilchpulver,,,Süßmolkenpulver,,,Butterreinfett,,,"Backtribmittel: Natriumcarbonate und Diphosphate, Salz",,,"Kann Spuren von Haselnüssen, Mandeln un Soja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000069,Spar,Tortina White,No,"Weiße Schokolade ( Zucker, Kakaobutter, vollmilchpulver, Magermilchpulver, Emulgator Sojalecithine)",39 %,,Haselnüsse in der Creme,27 %,,Zucker,,,Kokosöl,,,Süßmolkenpulver (Milch),,,magerer Kakao,,,Emulgator Sojalecithine,,,"Backtriebmittel (Natriumhydrogencarbonat, Dinatriumdiphosphat)",,,Salz,,,Sojamehl,,,Bourbon Vanilleschoten,,,Gewürze,,,Kann Mandeln enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000070,Spar,Cereola Hafer-Cookie,No,Zucker,,,Weizenwehl,27 %,,Haferflockern,21 %,,Palmfett,,,Flüssiges vollei,,,"Baktriebmittel (Natriumhydrogencarbonat, Ammoniumhydrogencarbonat)",,,Speisesalz,,,Karamellzucersirup ,,,"Kann Spuren enthalten von: Soja, Schalenfrüchten, Milch)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Spar005_000071,Spar,Blaschke Kokoskuppel,No,Sugar,,Austria,Shredded coconut,18 %,,"vegetable fat (palm, palm kernel, rapeseed oil)",,,Wheat flour,,,cocoa mass,,,cocoa butter,,,soya flour,,,low fat cocoa powder,,,humectant sorbitol,,,"dextrose, chicken egg-white powder",,,invert sugar syrup,,,glucose syrup,,,com starach,,,concentrated butter,,,emulsifying sunflower lecithin and soya lecithin,,,flavouring,,,raising agent sodium carbonates,,,salt,,,may contain traces of nuts and peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000072,BILLA,Getreidekeks Banane,Yes,Weizenmehl,,,Zucker,,,Palmfett,,,Haferflocken,,,Weizenstärke,,,Weizenvollkornmehl,"0,03",,Reismehl,,,Vollmilchpulver,,,Magermilchpulver,,,Süßmolkenpulver,,,Glukosesirup,,,Reisstärke,,,Weizenmalz,,,mageres Kakaopulver,,,Invertzuckersirup,,,Kakaobutter,,,Salz,,,Weizengluten,,,natürliches Aroma,,,Gerstenmalzextrat,,,Rapsöl,,,Sonnenblumenöl,,,Banenenpüree,"0,21",,Apfelpüree,"0,17",,Zucker,,,Citronensäure,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000073,BILLA,Doppelkekse,Yes,Weizenmehl,,,Zucker,,,Palmfett,,,Glukosesirup,,,Magermilchpulver,,,Salz,,,Zucker,,,Palmfett,,,fettarmes Kakaopulver,"0,12",,Lecithine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000074,BILLA,Haselnuss-Röllchen,Yes,Zucker,,,Weizenmehl,,,Molkenerzeugnis,,,Haselnüsse,"0,07",,mageres Kakaopulver,,,Maisstärke,,,Magermilchpulver,,,Palmöl,,,Eigelbpulver,,,Salz,,,natürliches Aroma,,,Kokosfett,,,Palmfett,,,Sorbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000075,BILLA,Kakaoschnitten,Yes,Zucker,,,Weizenmehl,,,Süßmolkenpulver,,,Aromen,,,mageres Kakaopulver,"0,1",,Salz,,,Kokosfett,,,Palmfett,,,Lecithine (Soja),,,Natriumcarbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000076,BILLA,Soft-cake Orange,Yes,Zucker,,,Glukose-Fruktose-Sirup,,,Weizenmehl,,,Kakaomasse,,,Hühnervollei,"0,043",,Palmöl,,,Orangensaftkonzentrat,"0,025",,Kakaobutter,,,natürliches Orangenaroma,,,natürliches Vanillearoma mit anderen natürlichen Aromen,,,Salz,,,Stärke (Weizen),,,Sorbit,,,Pektine,,,Citronensäure,,,Diphosphate,,,Natriumcarbonate,,,Lecithine (Soja),,,Mono- und Diglyceride von Speisefettsäuren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000077,BILLA,Butterstollen,Yes,Rosinen,"0,32",,Weizenmehl,,,Butter,"0,09",,Zucker,,,Dextrose,,,Glukose-Fruktose-Sirup,,,Butterreinfett,"0,04",,Hefe,,,Orangenschalen,,,Zitronenschalen,,,Weizenstärke,,,natürliches Aroma,,,Eier,,,Salz,,,ganz gehärtetes Palmfett,,,Sorbit,,,Mono- und Diglyceride von Speisefettsäuren,,,Natriumstearoyl-2-lactylat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000078,BILLA,Heumilch-Mignon-Schnitten,Yes,Milchschokolade,"0,34",,Zucker,,,Kakaobutter,,,Vollmilchpulver,,,Kakaomasse,,,Zucker,,,natürliches Aroma,,,Weizenmehl,,,Palmfett,,,Kakao,,,Milchpulver,,,Haselnüsse,,,Dextrose,,,Sojamehl,,,Salz,,,Lecithine (Soja),,,Natriumhydrogencarbonat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000079,BILLA,Dinkel-Vollkornkeks,Yes,Dinkelvollkornmehl,"0,54",,Zucker,,,Palmöl,,,Butter,,,Glukose-Fruktose-Sirup,,,Hühnervolleipulver,,,Einkornvollkornmehl,"0,017",,Karamellzuckersirup,,,Aroma,,,Salz,,,Ammoniumcarbonate,,,Natriumhydrogencarbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000080,BILLA,Schoko Butterkeks,Yes,Zucker,,,Weizenmehl,,,Kakaobutter,,,Kakaomasse,,,Magermilchpulver,,,Butter,"0,037",,Molkenerzeugnis,,,Butterreinfett,,,Glukosesirup,,,Milchzucker,,,Salz,,,Milchpulver,,,natürliches Aroma,,,natürliches Vanillearoma,,,natürliches Vanillearoma mit anderen natürlichen Aromen,,,Hühnereigelbpulver,,,Natriumcarbonate,,,Diphosphate,,,Lecithine (Soja),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000081,BILLA,Gebäckmischung,Yes,Weizenmehl,,,Zucker,,,Glukose-Fruktose-Sirup,,,Kakaomasse,,,Lactose,,,Kakaobutter,,,Butterfett,,,Rote Johannisbeeren,,,Holunderbeersaftkonzentrat,,,mageres Kakaopulver,,,natürliches Aroma,,,Speisesalz,,,Kokosraspel,,,Butter,,,Vollmilchpulver,,,Glukosesirup,,,Volleipulver,,,Gerstenmehl,,,Roggenmehl,,,Gewürzmischung,,,Milcheiweiß,,,Süßmolkenpulver,,,Magermilchpulver,,,Modifizierte Stärke,,,Palmöl,,,Palmkernöl,,,Sheaöl,,,Lecithine,,,Pektin,,,Natriumalginat,,,Citronensäure,,,Sorbit,,,Natriumhydrogencarbonat,,,Ammoniumcarbonate,,,Diphosphate
__REWE005_000082,BILLA,Chocolate Chip Cookies,Yes,Zucker,,,Weizenmehl,,,Kakaomasse,,,Palmfett,,,Hühnervollei,,,Kakaobuter,,,Magermilchpulver,,,Weizenstärke,,,Glukosesirup,,,Glukose-Fruktose-Sirup,,,Butterreinfett,,,Salz,,,Karamellzuckersirup,,,Vollmilchpulver,,,natürliches Aroma,,,Hühnereiklarpulver,,,Dinatriumdiphosphat,,,Natriumhydrogencarbonat,,,Lecithine (Sonnenblume),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000083,BILLA,Mürbteig-Kekse,Yes,Weizenmehl,"0,42",,Zucker,,,Kakaobutter,,,Weizenvollkornmehl,"0,055",,Kakaomasse,,,Magermilchpulver,,,Butterreinfett,,,Zuckersirup,,,Salz,,,Natürliches Vanillearoma,,,Sonnenblumenfett,,,Palmfett,,,Natriumhydrogencarbonat,,,Ammoniumhydrogencarbonat,,,Citronensäure,,,Karamellzuckersirup,,,Lecithine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000084,BILLA,Mignon Schnitten,Yes,Zucker,,,Palmfett,,,Weizenmehl,,,Kakaobutter,,,Vollmilchpulver,,,Kakaomasse,,,Sojamehl,,,Kakaopulver,,,Molkepulver,,,Haselnüsse,"0,024",,Magermilchpulver,,,natürliches Aroma,,,Salz,,,Lecithine (Soja),,,Natriumcarbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000085,BILLA,Gewürz-Spekulatius,Yes,Weizenmehl,,,Zucker,,,Palmfett,,,Karamellzuckersirup,,,Gewürze,,,Speisesalz,,,Natriumhydrogencarbonat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000086,BILLA,Belgische Butterwaffeln,Yes,Weizenmehl,,,Zucker,,,Butter,"0,2",,Vollei,"0,05",,Weizenstärke,,,Salz,,,Ammoniumhydrogencarbonat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000087,BILLA,Soft Brownie-Cookies,Yes,Weizenmehl,,,Zucker,,,Glukose-Fruktose-Sirup,,,Kakaomasse,,,Hafermehl,,,Vollmilchpulver,,,Kakaobutter,,,Rosinen,,,stark entöltes Kakaopulver,,,Magermilchpulver,,,Speisesalz,,,natürliche Aromen,,,Hühnereiweißpulver,,,Palmöl,,,Sonnnenblumenöl,,,Glycerin,,,Sorbit,,,Natriumcarbonat,,,Dinatriumdiphosphat,,,Lecithine (Soja),,,Zuckerlikör,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000088,BILLA,Cranberry-Cookies,Yes,Haferflocken,,,Weizenmehl,,,Zucker,,,Rosinen,,,Cranberries,,,Glukose-Fruktose-Sirup,,,Palmöl,,,Sonnenblumenöl,,,Natriumcarbonat,,,Dinatriumdiphosphat,,,Speisesalz,,,natürliches Aroma,,,Zuckerlikör,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__REWE005_000089,Billa,Getreidekeks Erdbeere,Yes,Weizenmehl,,,Zucker,,,Palmfett,,,Haferflocken,,,Weizenstärke,,,Reisextrudat,,,Weizenvollkornmehl,"0,03",,Glukose-Fruktose-Sirup,,,Vollmilchpulver,,,Magermilchpulver,,,Süßmolkenpulver,,,Rapsöl,,,Glukosesirup,,,Apfelsaft aus Apfelsaftkonzentration,"0,24",,Birnensaft aus Birnensaftkonzentration,"0,23",,Apfelpüree aus Apfelpüreekonzentrat,"0,18",,Erdbeerpüree,"0,13",,Reismehl,,,Kirschsaft aus Kirschsaftkonzentrat,"0,03",,natürliches Aroma,,,Pektine,,,Zitronensaft aus Zitronensaftkonzentrat,,,Karottensaft aus Karottensaftkonzentrat,,,Natriumhydrogencarbonat,,,Monokaliumtartrat,,,Invertzucker,,,Lecithine,,,Erdbeerpulver,,,Salz,,,natürliches Aroma,,,Betanin,,,Tapiokastärke,,,,,,,,,
__Lidl005_000090,Lidl,Grandino-Chocolate Chip Cookies,Yes,Weizenmehl,,,Kakaomasse,,,Palmfett,,,Hühnervollei,,,Kakaobutter,,,Magermilchpulver,,,Weizenstärke,,,Glukosesirup,,,Glukose-Fruktose-Sirup,,,Diphosphate,,,Natriumcarbonate,,,Butterreinfett,,,Sonnenblumenlecithine,,,Speisesalz,,,Karamellzuckersirup,,,Vollmilchpulver,,,natürliches Aroma,,,Hühnereiweißpulver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000091,Lidl,Butter Cookies,Yes,Butter,"0,26",,Zucker,,,Maisstärke,,,Eier,,,Kokosraspel,,,Zucker,,,Kakaomasse,,,Kakaobutter,,,Sojalecithine,,,Speisesalz,,,Dextrose,,,Glukose-Fruktose-Sirup,,,Aromen (enthält Laktose,,,"Natriumcarbonate, Ammoniumcarbonate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000092,Lidl,Grandino-Chocolate Chip Cookies,Yes,Weizenmehl,,,Kakaomasse,,,Palmfett,,,Hühnervollei,,,Kakaobutter,,,Magermilchpulver,,,Weizenstärke,,,Glukosesirup,,,Glukose-Fruktose-Sirup,,,Diphosphate,,,Natriumcarbonate,,,Butterreinfett,,,Sonnenblumenlecithine,,,Speisesalz,,,Karamellzuckersirup,,,Vollmilchpulver,,,natürliches Aroma,,,Hühnereiweißpulver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000093,Lidl,Butter Spritzgebäck,Yes,Butterreinfett,"0,265",,Zucker,,,Vollei,,,Speisesalz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000094,Lidl,Dominosteine Zartbitter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000095,Lidl,Dorolia Kokos,Yes,Palmfett,,,Zucker,"0,19",,Kakaobutter,,,Vollmilchpulver,,,Kakaomasse,,,Sonnenblumenlecithine,,,Zucker,,,Kokosraspel,,,Weizenstärke,,,Vollei,,,Karamellzuckersirup,,,Speisesalz,,,Aroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000096,Lidl,Dorolio Mandel,Yes,Palmfett,,,Zucker ,"0,19",,Kakaobutter,,,Vollmilchpulver,,,Kakaomasse,,,Sonnenblumenlecithine,,,Zucker ,,,gehackte Mandeln,"0,11",,Zucker ,"0,04",,Mandeln,,,Laktose,,,Palmfett,,,Glukosesirup,,,Weizenstärke,,,Vollei,,,Karamellzuckersirup,,,Aroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__Lidl005_000097,Lidl,Firone Waffelmischung,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
